subject_id,story,social_interaction,asymmetric,symmetric,no_relationship,understood,pass_attention
c9fdf88c1ccccccd9b088a98cb602982,weekend,precedent,5,1,1,yes,TRUE
c9fdf88c1ccccccd9b088a98cb602982,housemates,reciprocity,2,5,1,yes,TRUE
c9fdf88c1ccccccd9b088a98cb602982,babysitting,precedent,4,2,2,yes,TRUE
c9fdf88c1ccccccd9b088a98cb602982,feedback,no_interaction,2,4,3,yes,TRUE
c9fdf88c1ccccccd9b088a98cb602982,conversation,reciprocity,5,1,1,yes,TRUE
c9fdf88c1ccccccd9b088a98cb602982,concerts,no_interaction,3,3,6,yes,TRUE
134f065d91d3d044ddb7056a12d0c891,meeting prep,no_interaction,2,5,2,yes,TRUE
134f065d91d3d044ddb7056a12d0c891,housemates,precedent,5,2,1,yes,TRUE
134f065d91d3d044ddb7056a12d0c891,scheduling,no_interaction,4,3,3,yes,TRUE
134f065d91d3d044ddb7056a12d0c891,groceries,no_interaction,2,4,3,yes,TRUE
134f065d91d3d044ddb7056a12d0c891,group project,reciprocity,2,5,1,yes,TRUE
134f065d91d3d044ddb7056a12d0c891,coffee,precedent,4,3,1,yes,TRUE
134f065d91d3d044ddb7056a12d0c891,meeting location,reciprocity,3,5,1,yes,TRUE
134f065d91d3d044ddb7056a12d0c891,concerts,reciprocity,2,5,1,yes,TRUE
134f065d91d3d044ddb7056a12d0c891,fundraising,precedent,4,3,1,yes,TRUE
134f065d91d3d044ddb7056a12d0c891,gifts,reciprocity,3,4,1,yes,TRUE
134f065d91d3d044ddb7056a12d0c891,weekend,precedent,6,1,0,yes,TRUE
134f065d91d3d044ddb7056a12d0c891,family meals,precedent,5,2,1,yes,TRUE
134f065d91d3d044ddb7056a12d0c891,police,reciprocity,2,4,1,yes,TRUE
134f065d91d3d044ddb7056a12d0c891,feedback,no_interaction,3,3,3,yes,TRUE
134f065d91d3d044ddb7056a12d0c891,conversation,reciprocity,4,4,1,yes,TRUE
134f065d91d3d044ddb7056a12d0c891,restaurant,no_interaction,3,4,4,yes,TRUE
134f065d91d3d044ddb7056a12d0c891,architects,precedent,5,1,1,yes,TRUE
134f065d91d3d044ddb7056a12d0c891,babysitting,no_interaction,2,4,4,yes,TRUE
afe82f326973d8d8040d23658d803df2,family meals,precedent,5,1,4,yes,TRUE
afe82f326973d8d8040d23658d803df2,meeting location,precedent,5,5,3,yes,TRUE
afe82f326973d8d8040d23658d803df2,groceries,reciprocity,1,6,0,yes,TRUE
afe82f326973d8d8040d23658d803df2,fundraising,no_interaction,3,3,6,yes,TRUE
afe82f326973d8d8040d23658d803df2,feedback,precedent,4,4,0,yes,TRUE
afe82f326973d8d8040d23658d803df2,gifts,no_interaction,3,3,6,yes,TRUE
afe82f326973d8d8040d23658d803df2,weekend,reciprocity,1,6,0,yes,TRUE
afe82f326973d8d8040d23658d803df2,architects,precedent,4,4,0,yes,TRUE
afe82f326973d8d8040d23658d803df2,concerts,precedent,5,1,0,yes,TRUE
afe82f326973d8d8040d23658d803df2,meeting prep,reciprocity,1,6,0,yes,TRUE
afe82f326973d8d8040d23658d803df2,coffee,no_interaction,3,3,5,yes,TRUE
afe82f326973d8d8040d23658d803df2,conversation,no_interaction,3,3,3,yes,TRUE
afe82f326973d8d8040d23658d803df2,scheduling,reciprocity,1,5,0,yes,TRUE
afe82f326973d8d8040d23658d803df2,police,precedent,6,2,0,yes,TRUE
afe82f326973d8d8040d23658d803df2,group project,reciprocity,0,6,0,yes,TRUE
afe82f326973d8d8040d23658d803df2,housemates,no_interaction,3,4,4,yes,TRUE
afe82f326973d8d8040d23658d803df2,restaurant,reciprocity,1,6,0,yes,TRUE
afe82f326973d8d8040d23658d803df2,babysitting,no_interaction,0,2,6,yes,TRUE
4fedfe5f2dcf3c91808b409f0d318c38,meeting location,no_interaction,2,4,4,yes,TRUE
4fedfe5f2dcf3c91808b409f0d318c38,housemates,reciprocity,1,5,0,yes,TRUE
4fedfe5f2dcf3c91808b409f0d318c38,family meals,no_interaction,3,3,5,yes,TRUE
4fedfe5f2dcf3c91808b409f0d318c38,concerts,no_interaction,1,1,5,yes,TRUE
4fedfe5f2dcf3c91808b409f0d318c38,architects,no_interaction,1,4,4,yes,TRUE
4fedfe5f2dcf3c91808b409f0d318c38,weekend,precedent,4,2,0,yes,TRUE
4fedfe5f2dcf3c91808b409f0d318c38,babysitting,reciprocity,2,5,0,yes,TRUE
4fedfe5f2dcf3c91808b409f0d318c38,conversation,reciprocity,2,5,0,yes,TRUE
4fedfe5f2dcf3c91808b409f0d318c38,groceries,precedent,3,2,4,yes,TRUE
4fedfe5f2dcf3c91808b409f0d318c38,fundraising,reciprocity,1,5,1,yes,TRUE
4fedfe5f2dcf3c91808b409f0d318c38,coffee,reciprocity,1,5,0,yes,TRUE
4fedfe5f2dcf3c91808b409f0d318c38,police,no_interaction,5,1,3,yes,TRUE
4fedfe5f2dcf3c91808b409f0d318c38,scheduling,precedent,4,3,0,yes,TRUE
4fedfe5f2dcf3c91808b409f0d318c38,meeting prep,precedent,5,1,2,yes,TRUE
4fedfe5f2dcf3c91808b409f0d318c38,gifts,reciprocity,2,4,1,yes,TRUE
4fedfe5f2dcf3c91808b409f0d318c38,restaurant,precedent,4,2,0,yes,TRUE
4fedfe5f2dcf3c91808b409f0d318c38,group project,precedent,4,2,2,yes,TRUE
4fedfe5f2dcf3c91808b409f0d318c38,feedback,no_interaction,3,3,3,yes,TRUE
807148c0ae75012a2a26ab603225a9a6,housemates,reciprocity,1,5,0,yes,TRUE
807148c0ae75012a2a26ab603225a9a6,babysitting,precedent,1,4,0,yes,TRUE
807148c0ae75012a2a26ab603225a9a6,scheduling,precedent,2,4,0,yes,TRUE
807148c0ae75012a2a26ab603225a9a6,meeting prep,precedent,3,3,2,yes,TRUE
807148c0ae75012a2a26ab603225a9a6,coffee,reciprocity,0,5,0,yes,TRUE
807148c0ae75012a2a26ab603225a9a6,restaurant,precedent,3,4,0,yes,TRUE
807148c0ae75012a2a26ab603225a9a6,feedback,no_interaction,1,4,4,yes,TRUE
807148c0ae75012a2a26ab603225a9a6,concerts,no_interaction,1,3,6,yes,TRUE
807148c0ae75012a2a26ab603225a9a6,architects,no_interaction,1,4,2,yes,TRUE
807148c0ae75012a2a26ab603225a9a6,weekend,precedent,1,5,0,yes,TRUE
807148c0ae75012a2a26ab603225a9a6,meeting location,no_interaction,3,3,6,yes,TRUE
807148c0ae75012a2a26ab603225a9a6,fundraising,reciprocity,1,5,0,yes,TRUE
807148c0ae75012a2a26ab603225a9a6,family meals,reciprocity,1,4,0,yes,TRUE
807148c0ae75012a2a26ab603225a9a6,police,no_interaction,2,4,2,yes,TRUE
807148c0ae75012a2a26ab603225a9a6,conversation,reciprocity,3,3,2,yes,TRUE
807148c0ae75012a2a26ab603225a9a6,group project,no_interaction,3,4,2,yes,TRUE
807148c0ae75012a2a26ab603225a9a6,gifts,reciprocity,1,5,0,yes,TRUE
807148c0ae75012a2a26ab603225a9a6,groceries,precedent,2,4,1,yes,TRUE
694eb3e91e0ab3dd8d8c8f15abec20bc,scheduling,no_interaction,3,3,5,yes,TRUE
694eb3e91e0ab3dd8d8c8f15abec20bc,babysitting,precedent,2,5,0,yes,TRUE
694eb3e91e0ab3dd8d8c8f15abec20bc,housemates,no_interaction,3,1,3,yes,TRUE
694eb3e91e0ab3dd8d8c8f15abec20bc,group project,precedent,6,1,0,yes,TRUE
694eb3e91e0ab3dd8d8c8f15abec20bc,gifts,no_interaction,3,3,3,yes,TRUE
694eb3e91e0ab3dd8d8c8f15abec20bc,police,reciprocity,1,6,0,yes,TRUE
694eb3e91e0ab3dd8d8c8f15abec20bc,fundraising,no_interaction,3,3,5,yes,TRUE
694eb3e91e0ab3dd8d8c8f15abec20bc,groceries,no_interaction,3,3,3,yes,TRUE
694eb3e91e0ab3dd8d8c8f15abec20bc,conversation,precedent,4,2,6,yes,TRUE
694eb3e91e0ab3dd8d8c8f15abec20bc,architects,reciprocity,2,6,6,yes,TRUE
694eb3e91e0ab3dd8d8c8f15abec20bc,meeting prep,reciprocity,3,5,6,yes,TRUE
694eb3e91e0ab3dd8d8c8f15abec20bc,concerts,precedent,5,2,0,yes,TRUE
694eb3e91e0ab3dd8d8c8f15abec20bc,feedback,precedent,4,3,0,yes,TRUE
694eb3e91e0ab3dd8d8c8f15abec20bc,meeting location,no_interaction,4,2,0,yes,TRUE
694eb3e91e0ab3dd8d8c8f15abec20bc,coffee,reciprocity,1,3,0,yes,TRUE
694eb3e91e0ab3dd8d8c8f15abec20bc,restaurant,reciprocity,1,5,1,yes,TRUE
694eb3e91e0ab3dd8d8c8f15abec20bc,weekend,reciprocity,2,2,0,yes,TRUE
694eb3e91e0ab3dd8d8c8f15abec20bc,family meals,precedent,3,4,0,yes,TRUE
2fb540223de54bbebaf72193d83a52d8,restaurant,reciprocity,1,5,0,yes,TRUE
2fb540223de54bbebaf72193d83a52d8,feedback,reciprocity,1,5,1,yes,TRUE
2fb540223de54bbebaf72193d83a52d8,fundraising,no_interaction,3,3,4,yes,TRUE
2fb540223de54bbebaf72193d83a52d8,coffee,no_interaction,3,3,5,yes,TRUE
2fb540223de54bbebaf72193d83a52d8,police,precedent,2,4,1,yes,TRUE
2fb540223de54bbebaf72193d83a52d8,groceries,reciprocity,1,5,1,yes,TRUE
2fb540223de54bbebaf72193d83a52d8,meeting prep,reciprocity,2,4,1,yes,TRUE
2fb540223de54bbebaf72193d83a52d8,group project,precedent,5,2,1,yes,TRUE
2fb540223de54bbebaf72193d83a52d8,housemates,no_interaction,1,5,4,yes,TRUE
2fb540223de54bbebaf72193d83a52d8,meeting location,precedent,4,2,1,yes,TRUE
2fb540223de54bbebaf72193d83a52d8,architects,no_interaction,2,4,2,yes,TRUE
2fb540223de54bbebaf72193d83a52d8,family meals,no_interaction,3,3,6,yes,TRUE
2fb540223de54bbebaf72193d83a52d8,scheduling,reciprocity,2,5,1,yes,TRUE
2fb540223de54bbebaf72193d83a52d8,conversation,precedent,5,2,1,yes,TRUE
2fb540223de54bbebaf72193d83a52d8,concerts,precedent,4,3,0,yes,TRUE
2fb540223de54bbebaf72193d83a52d8,babysitting,reciprocity,1,5,1,yes,TRUE
2fb540223de54bbebaf72193d83a52d8,gifts,precedent,5,2,1,yes,TRUE
2fb540223de54bbebaf72193d83a52d8,weekend,no_interaction,3,3,5,yes,TRUE
5843ea9c4f0b12dc67199c17f27a8229,conversation,no_interaction,0,6,1,yes,TRUE
5843ea9c4f0b12dc67199c17f27a8229,fundraising,reciprocity,0,6,0,yes,TRUE
5843ea9c4f0b12dc67199c17f27a8229,babysitting,reciprocity,0,6,0,yes,TRUE
5843ea9c4f0b12dc67199c17f27a8229,architects,reciprocity,0,6,0,yes,TRUE
5843ea9c4f0b12dc67199c17f27a8229,coffee,reciprocity,1,5,2,yes,TRUE
5843ea9c4f0b12dc67199c17f27a8229,scheduling,precedent,5,1,1,yes,TRUE
5843ea9c4f0b12dc67199c17f27a8229,weekend,reciprocity,1,5,1,yes,TRUE
5843ea9c4f0b12dc67199c17f27a8229,groceries,precedent,4,2,3,yes,TRUE
5843ea9c4f0b12dc67199c17f27a8229,group project,precedent,6,0,0,yes,TRUE
5843ea9c4f0b12dc67199c17f27a8229,housemates,no_interaction,1,3,4,yes,TRUE
5843ea9c4f0b12dc67199c17f27a8229,meeting location,precedent,5,1,2,yes,TRUE
5843ea9c4f0b12dc67199c17f27a8229,restaurant,reciprocity,1,5,1,yes,TRUE
5843ea9c4f0b12dc67199c17f27a8229,police,no_interaction,0,0,6,yes,TRUE
5843ea9c4f0b12dc67199c17f27a8229,gifts,no_interaction,0,0,6,yes,TRUE
5843ea9c4f0b12dc67199c17f27a8229,concerts,no_interaction,0,0,6,yes,TRUE
5843ea9c4f0b12dc67199c17f27a8229,meeting prep,precedent,5,1,1,yes,TRUE
5843ea9c4f0b12dc67199c17f27a8229,feedback,precedent,4,2,2,yes,TRUE
5843ea9c4f0b12dc67199c17f27a8229,family meals,no_interaction,0,0,6,yes,TRUE
b659cfb56b428829b673a287fb7b003f,feedback,no_interaction,3,3,5,yes,TRUE
b659cfb56b428829b673a287fb7b003f,gifts,reciprocity,3,NA,3,yes,TRUE
b659cfb56b428829b673a287fb7b003f,weekend,precedent,3,3,2,yes,TRUE
b659cfb56b428829b673a287fb7b003f,babysitting,precedent,4,2,2,yes,TRUE
b659cfb56b428829b673a287fb7b003f,coffee,precedent,3,3,3,yes,TRUE
b659cfb56b428829b673a287fb7b003f,scheduling,no_interaction,2,2,1,yes,TRUE
b659cfb56b428829b673a287fb7b003f,meeting location,no_interaction,4,3,3,yes,TRUE
b659cfb56b428829b673a287fb7b003f,conversation,reciprocity,1,4,2,yes,TRUE
b659cfb56b428829b673a287fb7b003f,meeting prep,no_interaction,2,3,3,yes,TRUE
b659cfb56b428829b673a287fb7b003f,family meals,reciprocity,2,4,3,yes,TRUE
b659cfb56b428829b673a287fb7b003f,architects,precedent,4,2,4,yes,TRUE
b659cfb56b428829b673a287fb7b003f,housemates,reciprocity,2,3,4,yes,TRUE
b659cfb56b428829b673a287fb7b003f,police,reciprocity,2,4,4,yes,TRUE
b659cfb56b428829b673a287fb7b003f,fundraising,precedent,2,4,4,yes,TRUE
b659cfb56b428829b673a287fb7b003f,group project,no_interaction,5,2,1,yes,TRUE
b659cfb56b428829b673a287fb7b003f,restaurant,precedent,4,2,4,yes,TRUE
b659cfb56b428829b673a287fb7b003f,concerts,reciprocity,2,4,4,yes,TRUE
b659cfb56b428829b673a287fb7b003f,groceries,no_interaction,1,5,5,yes,TRUE
0fa2e0be3b47ef371e13f67d22ca565f,meeting location,precedent,4,2,0,yes,TRUE
0fa2e0be3b47ef371e13f67d22ca565f,police,no_interaction,5,2,2,yes,TRUE
0fa2e0be3b47ef371e13f67d22ca565f,fundraising,reciprocity,1,6,0,yes,TRUE
0fa2e0be3b47ef371e13f67d22ca565f,conversation,no_interaction,3,4,2,yes,TRUE
0fa2e0be3b47ef371e13f67d22ca565f,architects,reciprocity,2,5,2,yes,TRUE
0fa2e0be3b47ef371e13f67d22ca565f,feedback,precedent,5,2,1,yes,TRUE
0fa2e0be3b47ef371e13f67d22ca565f,gifts,no_interaction,2,5,3,yes,TRUE
0fa2e0be3b47ef371e13f67d22ca565f,babysitting,precedent,4,3,1,yes,TRUE
0fa2e0be3b47ef371e13f67d22ca565f,scheduling,precedent,4,3,0,yes,TRUE
0fa2e0be3b47ef371e13f67d22ca565f,restaurant,reciprocity,1,6,0,yes,TRUE
0fa2e0be3b47ef371e13f67d22ca565f,meeting prep,precedent,5,2,0,yes,TRUE
0fa2e0be3b47ef371e13f67d22ca565f,coffee,reciprocity,2,5,0,yes,TRUE
0fa2e0be3b47ef371e13f67d22ca565f,housemates,reciprocity,2,4,1,yes,TRUE
0fa2e0be3b47ef371e13f67d22ca565f,groceries,precedent,5,1,1,yes,TRUE
0fa2e0be3b47ef371e13f67d22ca565f,weekend,reciprocity,1,5,0,yes,TRUE
0fa2e0be3b47ef371e13f67d22ca565f,group project,no_interaction,2,5,2,yes,TRUE
0fa2e0be3b47ef371e13f67d22ca565f,concerts,no_interaction,1,5,4,yes,TRUE
0fa2e0be3b47ef371e13f67d22ca565f,family meals,no_interaction,2,4,3,yes,TRUE
1b32a44e3b4b681add96422daaaeb745,fundraising,reciprocity,5,4,2,yes,TRUE
1b32a44e3b4b681add96422daaaeb745,restaurant,reciprocity,3,3,1,yes,TRUE
1b32a44e3b4b681add96422daaaeb745,group project,precedent,2,4,3,yes,TRUE
1b32a44e3b4b681add96422daaaeb745,meeting location,precedent,2,3,3,yes,TRUE
1b32a44e3b4b681add96422daaaeb745,conversation,no_interaction,1,5,3,yes,TRUE
1b32a44e3b4b681add96422daaaeb745,housemates,no_interaction,2,4,1,yes,TRUE
1b32a44e3b4b681add96422daaaeb745,concerts,precedent,5,2,3,yes,TRUE
1b32a44e3b4b681add96422daaaeb745,groceries,reciprocity,1,5,3,yes,TRUE
1b32a44e3b4b681add96422daaaeb745,feedback,precedent,1,5,4,yes,TRUE
1b32a44e3b4b681add96422daaaeb745,gifts,no_interaction,1,6,0,yes,TRUE
1b32a44e3b4b681add96422daaaeb745,coffee,no_interaction,3,3,3,yes,TRUE
1b32a44e3b4b681add96422daaaeb745,family meals,no_interaction,3,2,2,yes,TRUE
1b32a44e3b4b681add96422daaaeb745,meeting prep,precedent,2,4,4,yes,TRUE
1b32a44e3b4b681add96422daaaeb745,babysitting,reciprocity,2,4,1,yes,TRUE
1b32a44e3b4b681add96422daaaeb745,scheduling,reciprocity,3,3,5,yes,TRUE
1b32a44e3b4b681add96422daaaeb745,architects,precedent,1,4,2,yes,TRUE
1b32a44e3b4b681add96422daaaeb745,weekend,reciprocity,2,5,4,yes,TRUE
1b32a44e3b4b681add96422daaaeb745,police,no_interaction,3,3,3,yes,TRUE
de69cddc1ad5a0d96779f8fbd4540c2c,gifts,reciprocity,2,5,1,yes,TRUE
de69cddc1ad5a0d96779f8fbd4540c2c,restaurant,reciprocity,1,4,1,yes,TRUE
de69cddc1ad5a0d96779f8fbd4540c2c,conversation,precedent,5,1,3,yes,TRUE
de69cddc1ad5a0d96779f8fbd4540c2c,family meals,precedent,6,0,4,yes,TRUE
de69cddc1ad5a0d96779f8fbd4540c2c,group project,no_interaction,5,1,4,yes,TRUE
de69cddc1ad5a0d96779f8fbd4540c2c,fundraising,no_interaction,3,4,2,yes,TRUE
de69cddc1ad5a0d96779f8fbd4540c2c,weekend,reciprocity,2,4,1,yes,TRUE
de69cddc1ad5a0d96779f8fbd4540c2c,groceries,no_interaction,1,1,5,yes,TRUE
de69cddc1ad5a0d96779f8fbd4540c2c,meeting prep,reciprocity,2,4,5,yes,TRUE
de69cddc1ad5a0d96779f8fbd4540c2c,police,reciprocity,3,5,2,yes,TRUE
de69cddc1ad5a0d96779f8fbd4540c2c,scheduling,no_interaction,1,1,6,yes,TRUE
de69cddc1ad5a0d96779f8fbd4540c2c,feedback,precedent,2,2,2,yes,TRUE
de69cddc1ad5a0d96779f8fbd4540c2c,babysitting,precedent,4,2,1,yes,TRUE
de69cddc1ad5a0d96779f8fbd4540c2c,architects,precedent,4,1,4,yes,TRUE
de69cddc1ad5a0d96779f8fbd4540c2c,concerts,precedent,5,1,4,yes,TRUE
de69cddc1ad5a0d96779f8fbd4540c2c,housemates,no_interaction,1,1,5,yes,TRUE
de69cddc1ad5a0d96779f8fbd4540c2c,meeting location,no_interaction,1,1,3,yes,TRUE
de69cddc1ad5a0d96779f8fbd4540c2c,coffee,reciprocity,1,5,2,yes,TRUE
35b35da3c893eb6eb6c936ffd0e1cf6f,meeting location,reciprocity,2,4,3,yes,TRUE
35b35da3c893eb6eb6c936ffd0e1cf6f,groceries,reciprocity,2,4,3,yes,TRUE
35b35da3c893eb6eb6c936ffd0e1cf6f,restaurant,precedent,6,0,3,yes,TRUE
35b35da3c893eb6eb6c936ffd0e1cf6f,family meals,precedent,4,2,2,yes,TRUE
35b35da3c893eb6eb6c936ffd0e1cf6f,scheduling,no_interaction,1,1,5,yes,TRUE
35b35da3c893eb6eb6c936ffd0e1cf6f,meeting prep,precedent,5,1,1,yes,TRUE
35b35da3c893eb6eb6c936ffd0e1cf6f,fundraising,reciprocity,6,0,0,yes,TRUE
35b35da3c893eb6eb6c936ffd0e1cf6f,architects,precedent,4,2,4,yes,TRUE
35b35da3c893eb6eb6c936ffd0e1cf6f,housemates,reciprocity,2,4,2,yes,TRUE
35b35da3c893eb6eb6c936ffd0e1cf6f,concerts,no_interaction,6,0,6,yes,TRUE
35b35da3c893eb6eb6c936ffd0e1cf6f,feedback,no_interaction,3,4,2,yes,TRUE
35b35da3c893eb6eb6c936ffd0e1cf6f,gifts,reciprocity,1,5,1,yes,TRUE
35b35da3c893eb6eb6c936ffd0e1cf6f,coffee,precedent,4,2,3,yes,TRUE
35b35da3c893eb6eb6c936ffd0e1cf6f,weekend,reciprocity,1,5,5,yes,TRUE
35b35da3c893eb6eb6c936ffd0e1cf6f,conversation,no_interaction,5,NA,4,yes,TRUE
35b35da3c893eb6eb6c936ffd0e1cf6f,group project,no_interaction,5,1,2,yes,TRUE
35b35da3c893eb6eb6c936ffd0e1cf6f,police,precedent,4,2,3,yes,TRUE
35b35da3c893eb6eb6c936ffd0e1cf6f,babysitting,no_interaction,2,4,3,yes,TRUE
a99662160f92ea5f8839bcc2ab9a2b41,family meals,reciprocity,0,6,0,yes,TRUE
a99662160f92ea5f8839bcc2ab9a2b41,coffee,reciprocity,1,6,0,yes,TRUE
a99662160f92ea5f8839bcc2ab9a2b41,police,no_interaction,4,1,4,yes,TRUE
a99662160f92ea5f8839bcc2ab9a2b41,babysitting,precedent,3,5,0,yes,TRUE
a99662160f92ea5f8839bcc2ab9a2b41,group project,no_interaction,2,4,6,yes,TRUE
a99662160f92ea5f8839bcc2ab9a2b41,scheduling,precedent,4,4,0,yes,TRUE
a99662160f92ea5f8839bcc2ab9a2b41,meeting prep,precedent,6,2,1,yes,TRUE
a99662160f92ea5f8839bcc2ab9a2b41,housemates,reciprocity,2,5,0,yes,TRUE
a99662160f92ea5f8839bcc2ab9a2b41,gifts,reciprocity,0,6,0,yes,TRUE
a99662160f92ea5f8839bcc2ab9a2b41,groceries,precedent,2,5,1,yes,TRUE
a99662160f92ea5f8839bcc2ab9a2b41,conversation,reciprocity,1,5,0,yes,TRUE
a99662160f92ea5f8839bcc2ab9a2b41,meeting location,no_interaction,1,3,6,yes,TRUE
a99662160f92ea5f8839bcc2ab9a2b41,feedback,no_interaction,1,4,3,yes,TRUE
a99662160f92ea5f8839bcc2ab9a2b41,restaurant,precedent,4,3,0,yes,TRUE
a99662160f92ea5f8839bcc2ab9a2b41,weekend,precedent,4,3,0,yes,TRUE
a99662160f92ea5f8839bcc2ab9a2b41,fundraising,reciprocity,0,6,0,yes,TRUE
a99662160f92ea5f8839bcc2ab9a2b41,architects,no_interaction,1,4,5,yes,TRUE
a99662160f92ea5f8839bcc2ab9a2b41,concerts,no_interaction,3,3,6,yes,TRUE
5aca9b3af4fb87da4e45f9e5873c19d5,concerts,no_interaction,0,3,5,yes,TRUE
5aca9b3af4fb87da4e45f9e5873c19d5,scheduling,no_interaction,0,3,5,yes,TRUE
5aca9b3af4fb87da4e45f9e5873c19d5,housemates,no_interaction,0,3,3,yes,TRUE
5aca9b3af4fb87da4e45f9e5873c19d5,fundraising,no_interaction,0,3,3,yes,TRUE
5aca9b3af4fb87da4e45f9e5873c19d5,weekend,reciprocity,0,6,1,yes,TRUE
5aca9b3af4fb87da4e45f9e5873c19d5,gifts,reciprocity,0,4,3,yes,TRUE
5aca9b3af4fb87da4e45f9e5873c19d5,meeting location,reciprocity,1,5,5,yes,TRUE
5aca9b3af4fb87da4e45f9e5873c19d5,family meals,precedent,4,2,6,yes,TRUE
5aca9b3af4fb87da4e45f9e5873c19d5,babysitting,precedent,5,1,3,yes,TRUE
5aca9b3af4fb87da4e45f9e5873c19d5,groceries,no_interaction,1,5,2,yes,TRUE
5aca9b3af4fb87da4e45f9e5873c19d5,architects,precedent,3,3,3,yes,TRUE
5aca9b3af4fb87da4e45f9e5873c19d5,conversation,precedent,3,2,1,yes,TRUE
5aca9b3af4fb87da4e45f9e5873c19d5,coffee,reciprocity,0,4,3,yes,TRUE
5aca9b3af4fb87da4e45f9e5873c19d5,meeting prep,reciprocity,1,4,1,yes,TRUE
5aca9b3af4fb87da4e45f9e5873c19d5,group project,no_interaction,3,3,3,yes,TRUE
5aca9b3af4fb87da4e45f9e5873c19d5,police,precedent,5,1,1,yes,TRUE
5aca9b3af4fb87da4e45f9e5873c19d5,restaurant,reciprocity,1,5,1,yes,TRUE
5aca9b3af4fb87da4e45f9e5873c19d5,feedback,precedent,1,4,2,yes,TRUE
5b878a68f757c22f2f647a9fcec4f267,babysitting,reciprocity,1,5,0,yes,TRUE
5b878a68f757c22f2f647a9fcec4f267,family meals,no_interaction,3,3,3,yes,TRUE
5b878a68f757c22f2f647a9fcec4f267,concerts,reciprocity,1,5,1,yes,TRUE
5b878a68f757c22f2f647a9fcec4f267,fundraising,precedent,4,4,3,yes,TRUE
5b878a68f757c22f2f647a9fcec4f267,meeting location,precedent,4,4,1,yes,TRUE
5b878a68f757c22f2f647a9fcec4f267,group project,reciprocity,1,5,1,yes,TRUE
5b878a68f757c22f2f647a9fcec4f267,coffee,no_interaction,3,3,6,yes,TRUE
5b878a68f757c22f2f647a9fcec4f267,meeting prep,no_interaction,3,3,3,yes,TRUE
